98020,101320
103500,97680
100980,99880
97300,99100
97540,104300
98360,99020
102380,98660
95300,98620
101540,98200
93360,104560
93780,102100
97120,102640
96380,102080
95180,99560
102360,99100
94000,100000
101960,97460
101380,98280
100620,102600
103940,99840
102840,103480
97060,99780
99060,105880
103560,91980
99540,97040
97960,103780
103860,106080
104100,99120
101720,105980
102860,97120
99320,102340
102980,99480
103520,99320
98480,103280
105140,104980
99440,99340
99200,100220
99080,106060
101820,99900
102560,92500
120400,100280
120820,100440
124000,101560
119880,99260
123400,99180
122280,99780
123480,104880
120440,93580
117360,101220
123500,97980
112460,101220
122760,109900
123740,100180
125300,100000
122700,97920
123640,101760
124580,101800
119520,96820
117720,99240
115020,100080
121340,94820
116280,102860
120640,96160
119060,98200
117360,102900
121140,109040
115900,97120
126480,98140
121640,110180
122200,97960
118460,96340
118080,100580
120960,98460
115940,100780
122520,99380
119980,96760
118940,100120
122740,99360
121760,103640
121040,103880
113720,114660
109400,114820
110840,115540
112320,113740
112200,116400
109620,117500
110140,117460
115240,109820
110120,113640
112000,110620
116260,118940
112300,117280
111440,119100
111060,118680
115300,119180
112100,111140
107460,117020
111540,116920
114120,119240
109480,115320
109880,122980
109600,113920
116560,113460
111780,120620
113680,115600
112640,117240
115540,115760
109740,111140
111200,116340
115100,120520
109500,114020
118640,124060
111980,108540
116500,114960
112480,117220
116020,118880
114240,114540
113120,117180
107360,116800
115600,117980
100280,122680
92820,119760
91780,115300
99540,123980
96220,115580
99140,118440
90700,110920
105780,113540
95820,121400
96220,115280
93500,117100
102340,119740
89860,123100
94380,121100
95920,120120
96660,118800
93640,120120
97100,117720
99920,118360
99160,120280
93820,122260
98080,122300
92720,121520
93920,111800
92800,119760
98480,116320
93220,115140
97180,119500
91200,117600
89780,123700
100720,122020
99660,118220
95060,116480
97020,115360
94500,119600
99160,119620
99600,115380
90140,117440
90240,118460
102960,116100
78700,108380
81640,105340
82140,106200
81660,106980
80500,107460
79780,111300
80800,109920
84720,110820
84940,105840
83540,103800
80960,107140
78820,108320
79080,113460
78140,108720
82800,101040
80820,106760
80680,101180
81160,106980
80420,107900
80960,108780
81240,109320
86320,111240
82700,107160
76220,101480
81980,113980
85820,110640
79420,110760
80040,105740
85040,113780
81180,110120
78740,112960
76680,109240
79660,107200
79400,109960
79880,112280
81640,111120
83860,107720
82480,109940
82860,107340
82240,103160
79760,95780
78760,87960
81720,90100
80680,92020
84160,86540
87100,84580
80560,84340
73040,92660
81180,86080
76160,94460
80920,89560
83680,89680
80220,93340
83200,90620
78320,89520
77040,86720
82360,91080
83700,89040
83520,88960
80460,92280
77100,95380
85340,85500
79960,91720
80460,92040
86220,91740
77760,88980
82260,90380
79040,91940
78740,88560
79920,89520
82620,94680
80880,92940
80340,97920
83520,90160
78500,93340
84040,93660
78920,88080
82020,92320
76680,90260
82420,93080
94320,86100
100660,81900
91460,80440
96620,78660
96000,78700
86180,85520
93340,76580
94240,78300
88920,81660
93860,77460
98780,80540
95580,79480
92220,80020
95200,82820
97600,79320
95680,80520
97360,75520
95840,84780
93580,82420
94040,77900
94580,85400
94820,77660
88440,80240
92900,84720
92740,75660
91100,80140
95420,76880
94320,81220
97860,80660
93820,76640
94040,82280
91460,81580
96220,80040
102860,78920
94300,76760
94400,80580
97880,76840
95860,79100
96940,74480
95760,78660
114420,86880
114660,85580
106740,89360
112300,81260
116140,85880
115900,84960
115360,75860
116380,82660
111600,84300
109040,85320
112840,87420
112500,81920
108400,82180
117980,88360
115100,80940
109320,77960
114040,82060
110880,83260
113340,81700
112720,83940
115900,84080
112120,85160
115660,80240
112460,85840
112520,85660
107800,82940
110400,83220
111980,78860
111680,82620
118800,80800
113560,85860
111820,83420
108360,86640
116960,89060
112820,82800
107180,85340
104440,86840
111240,86180
113920,89400
112120,83080
166740,96380
161620,103020
166120,102180
161000,97020
164040,100720
159300,101060
161280,98880
164100,101880
159820,99200
162240,100200
162960,94580
165860,101740
163140,107160
162780,94520
166220,96520
162200,94940
166260,101620
169820,105960
162700,101280
165320,97760
171240,97260
164700,96980
160040,102800
163660,97960
162680,95220
161300,97480
166700,104980
164880,105420
165700,102100
164560,101120
164820,99860
165840,97540
161000,99300
162260,96700
164480,95660
165720,96240
164360,94100
165020,99800
164180,99660
143620,146440
141380,146300
140640,150720
136920,149580
142380,152960
137300,151280
139520,148680
139860,147700
139160,149960
138740,149540
141680,152760
142780,151520
140980,149000
137640,152120
139480,142180
141300,148380
133620,149320
135460,148440
141300,151100
138160,146020
143860,146860
137860,147260
142040,148220
138560,152060
140740,143840
136800,149880
142040,149760
133880,153900
137080,150480
141140,153660
144000,150400
141940,150400
138880,154360
139580,153220
139220,148020
136520,146020
142940,149960
138100,145260
134080,153400
138340,147780
88260,164740
83300,164880
84680,163780
89040,158460
86620,163540
86840,167760
83300,160660
89040,164020
87780,164860
88100,164580
83980,165760
85420,159180
90640,164560
91520,160940
86140,159080
85660,170120
81200,161100
88440,160260
83980,162820
88080,155900
85020,161660
89420,161900
83760,161120
85180,158400
88780,160040
85820,167740
82480,161540
85880,162400
87060,163740
85240,163920
84580,164520
88300,163600
86160,161120
88440,163620
84680,159280
86200,166740
89740,165300
88260,160840
81040,159620
83860,162400
45760,128780
44600,131600
36320,128620
42380,125060
43480,132680
37880,123720
41900,127720
38600,127060
39780,133080
43360,128540
42180,130300
42500,130020
43340,130600
46540,125660
43800,127920
39680,130160
46140,125260
39500,126700
40380,126700
44260,122380
40660,125140
42480,123920
46100,129500
43280,129900
45000,125000
41760,127100
44920,124640
41340,128340
43160,127640
44540,120840
40520,129340
42600,131180
40580,137180
42400,126260
38380,122320
41280,134000
37640,123800
44240,131860
42340,129940
51300,132960
39000,67400
39940,72060
42780,72220
41720,68480
38820,68940
39360,69940
41620,68700
37620,71000
42560,76120
45500,68220
40620,69840
40260,72300
43640,71840
42920,72080
42880,69100
40180,70620
40700,71040
45480,76540
44020,70820
36920,74900
48880,71940
44560,71460
47320,71540
40880,72120
45020,69280
34020,74340
42460,66920
41660,72560
48520,68300
43980,74280
50160,70540
42500,67600
37380,70820
42540,72640
41220,72380
38780,72320
45500,72900
40300,71260
44120,70220
42760,72440
83760,37880
88100,38640
82180,35480
83740,37480
81020,43000
83860,39520
88580,32740
88840,35040
82940,33800
83800,31780
87380,42940
91000,38400
90860,36000
86160,34500
86240,36980
86320,38200
82860,37040
88160,35800
87220,38540
82980,33780
90140,40340
88700,35540
85620,36620
86000,38200
89400,38360
87680,43200
88380,39260
82880,34660
86520,37820
83760,39560
77240,34140
83740,41360
86000,37100
90260,37880
85340,32520
88740,36020
87960,38880
85920,39880
89800,40140
85620,38560
138940,41600
142780,52600
143640,47480
141080,49180
139980,54980
144000,52960
143000,53680
139580,53500
138420,49840
138500,42460
139780,53560
143660,51040
142720,49400
143360,51760
147440,52480
143060,50600
139860,50500
144400,53300
140040,49200
133320,45920
142180,55440
141540,47680
134680,49200
136700,54060
136640,50160
141200,48700
138360,45100
142040,50640
140040,52280
132660,48580
136680,53400
145280,48120
143180,45920
140180,51820
143700,48840
141980,48040
143200,45900
136360,52180
144100,46560
140200,56140
